	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
gpc4	8.30805693744659e-05	-0.740231647306505	0.355	0.723	1
slc12a2	8.49449638344674e-05	-0.799891191298055	0.258	0.67	1
sf3b3	8.62676854135532e-05	-0.727294822885285	0.387	0.787	1
vezf1a	8.76122705081463e-05	-0.715249290749169	0.323	0.713	1
ccdc12	8.83127897511796e-05	-0.589432017589255	0.032	0.415	1
edc4	8.84575043891931e-05	-0.665887524046686	0.161	0.564	1
plekho1b	8.97492509368716e-05	-0.629905078131032	0.129	0.564	1
sugt1	8.99690324755191e-05	0.663586367777956	0.645	0.298	1
cirbpa	9.44978789987496e-05	-0.746257983007832	0.774	0.915	1
rap1b	9.78117825400281e-05	-0.876654620263506	0.161	0.553	1
st6gal2a	9.78447266467263e-05	-0.811990504542104	0.097	0.479	1
khsrp	9.91018000504057e-05	-0.668794091524627	0.226	0.606	1
herc4	0.000101037104957897	0.718448302812474	0.613	0.266	1
lamb2	0.000101324635089457	0.650145576487862	0.452	0.128	1
si:ch211-152c2.3	0.000103092767406751	-0.703941493581862	0.065	0.447	1
mta1	0.000103918548969872	-0.738744843628823	0.29	0.734	1
fam168a	0.000104988518784654	-0.725967799911861	0.581	0.894	1
C7H20orf27	0.00010539405326216	-0.655947211969023	0.161	0.543	1
trim105	0.000107470581574526	-0.522226745373194	0	0.362	1
maml3	0.000113504693584423	-0.780801503016288	0.548	0.84	1
ptpn13	0.00011361120623426	-0.604427250597736	0.484	0.84	1
uxs1	0.000114578981827285	-0.696589196466369	0.129	0.511	1
uacaa	0.000116489507268627	0.437453970164557	0.355	0.074	1
atp1a2a	0.000123825232196217	0.352465027847177	0.194	0.011	1
acsbg2	0.00012632913712889	0.454541674827307	0.355	0.074	1
ube2e1	0.000127337273970084	-0.55572666062652	0.097	0.5	1
itgb1b.2	0.000127358419130856	0.315939151822063	0.194	0.011	1
chtf8	0.000127358419130856	0.315939151822063	0.194	0.011	1
ctdp1	0.000127518992542714	-0.862516849318052	0.806	0.979	1
her4.2	0.000129391340067562	-1.1580527802859	0.29	0.67	1
dis3l2	0.000130250014137387	-0.762177538093946	0.129	0.5	1
tnc	0.000130849237398057	0.2784644464034	0.194	0.011	1
hmgb1a	0.000135082438393683	-0.670909480526632	0.452	0.798	1
si:dkey-230p4.1	0.000136008447601489	-0.754140219028528	0.097	0.489	1
gdpd3a	0.000138743061861785	0.300832259431854	0.226	0.021	1
erbin	0.000139267072398853	-0.571923007576544	0.548	0.872	1
GK3P	0.000141031177027869	-0.677311553339917	0.419	0.777	1
ap2b1	0.000144690063103266	-0.560072130902484	0.097	0.479	1
ogt.1.1	0.000144879957433707	-0.580937223423799	0.516	0.851	1
nrarpa	0.000145851416995744	0.827357692417034	0.613	0.277	1
ubr5	0.000146270990094253	-0.707562611043996	0.742	0.915	1
spsb4a	0.000151131813876662	-0.912677040948608	0.355	0.713	1
actn4	0.000155376456203822	-0.72667885687256	0.484	0.798	1
si:ch211-51h4.2	0.000159229008233127	-0.713498234531182	0.161	0.532	1
btbd10a	0.000168147962562743	-0.65699530140189	0.032	0.394	1
maptb	0.0001743563277322	0.440735875302277	0.387	0.096	1
arhgef6	0.000175974527737661	0.679464112281961	0.677	0.351	1
bcam	0.000178783619934694	-1.01033305549548	0.097	0.479	1
tpra	0.000182920127037439	-0.686488606497399	0.355	0.745	1
smarca2	0.000183522103586486	0.45152915537628	0.323	0.064	1
ezh2	0.000187823149330148	-0.693790563113696	0.29	0.649	1
pspc1	0.000188407679498689	-0.749549929766197	0.452	0.734	1
serinc5	0.00019009861069857	-0.718462719546977	0.71	0.915	1
glyr1	0.000191967105619352	-0.478834149859813	0	0.34	1
ptprna	0.000193576849002477	0.756043411750957	0.71	0.362	1
gatad2ab	0.000196967213618372	-0.662641864543032	0.581	0.862	1
tmem63ba	0.00019745676713612	-0.754140219028528	0.129	0.489	1
slc38a2	0.000204655908667851	0.611363659111765	0.581	0.255	1
tenm4	0.000210636996487781	-0.891460555038913	0.548	0.84	1
zgc:171490	0.000218479217437257	-0.685009677571486	0.032	0.383	1
cldn5a	0.000219949170877649	0.988462992969337	0.71	0.447	1
abcf1	0.000220760359833953	-0.767758570357246	0.226	0.606	1
creb5b	0.000225147384954984	0.685639827909273	0.419	0.117	1
gpcpd1	0.000228206365777669	-0.638012198034317	0.032	0.383	1
actn1	0.000228933980177602	0.43046753984845	0.29	0.053	1
zgc:86598	0.000231079351697692	-0.559478795487627	0.032	0.383	1
idh3a	0.000231591237688401	-0.609060824338188	0.032	0.383	1
pwp2h	0.000232902311849548	-0.7215355535966	0.452	0.766	1
marcksl1b	0.000232942339398646	0.854438163897301	0.742	0.436	1
dnmt3ba	0.000233035789918547	-0.689999980163493	0.194	0.543	1
stag1a	0.000233508573769551	-0.713716049137301	0.194	0.543	1
dph1	0.00023396227291183	-0.683061405781965	0.194	0.564	1
csnk1g1	0.000238443859874262	-0.651670746722028	0.548	0.809	1
rerea	0.000238480974255727	-0.693206830538106	0.548	0.926	1
dixdc1b	0.000238843720061603	-0.743015281007052	0.258	0.596	1
kif1b	0.000240491741054867	0.553086826512406	0.581	0.245	1
stat1a	0.000241501234458452	0.671945802315796	0.516	0.234	1
slc12a4	0.000246018404337976	-0.713498234531182	0.129	0.5	1
alcamb	0.000256465205851886	-0.730666565348729	0.581	0.83	1
ctnnbip1	0.000267469746963901	-0.737477097465622	0.161	0.511	1
soga1	0.000267841673512812	-0.728230206170609	0.226	0.606	1
u2af2b	0.000268785479467215	-0.70739137127633	0.29	0.617	1
plp1a	0.00027000846201265	0.499990644332925	0.935	0.5	1
setbp1	0.0002732599785101	-0.706788968227414	0.484	0.809	1
dbn1	0.000275339820931265	-0.635805679570717	0.323	0.745	1
xpo4	0.000276000512168761	-0.748129763608313	0.29	0.638	1
sema4ab	0.000279890389145897	-0.587234461885009	0.161	0.521	1
si:ch211-113a14.19.4	0.000298013293736095	0.28551920393735	0.323	0.064	1
il11ra	0.00030062285007093	-0.694228207600865	0.032	0.372	1
pou2f1b	0.000303888570749568	-0.659474585464349	0.194	0.553	1
sema6e	0.000307241548688381	-0.66410727354753	0.161	0.553	1
ube2q2	0.000309830327364535	-0.629475000607832	0.452	0.798	1
cast	0.00031475220888339	-0.56953246015155	0.032	0.372	1
pcdh19	0.00031829272720185	-1.15647261031315	0.871	0.894	1
nucks1a	0.000336267501514544	-0.679715377901973	0.29	0.628	1
mcm10	0.000339431118299765	-0.615925365636002	0.097	0.447	1
tubgcp3	0.00034514664631053	-0.583207397048627	0.129	0.479	1
matr3l1.1	0.000347190242964756	-0.680893569099254	0.161	0.5	1
psip1b	0.000350860686972297	-0.739836370339544	0.355	0.691	1
thrab	0.000354564582821967	-0.665501518682272	0.226	0.606	1
ccar1	0.000369091882478789	-0.521597983087848	0.065	0.426	1
si:dkey-108k21.10	0.000372605608469743	0.587568500933178	0.484	0.17	1
hist1h2a3.3	0.000377474565827516	0.306209436886304	0.355	0.085	1
eif4g3b	0.000380537978483283	-0.715109284437167	0.29	0.649	1
kmt2bb	0.000384278551097	-0.50872918108935	0.935	0.979	1
pik3r2	0.000386390256137982	-0.64922134878071	0.258	0.628	1
