	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	r1	r2	r3	r4	r5	r6
pdzrn3b	2.61312438914416e-05	-0.331850620784477	0.093	0.224	0.509611518370895	0.956521739130435	0.373134328358209	0.103174603174603	0.212121212121212	0.126984126984127	0.133333333333333
cspg5a	2.72919351524861e-05	0.289326556185139	0.685	0.523	0.532247319343783	1.01449275362319	1.16417910447761	1.91269841269841	1.04545454545455	1.87301587301587	1.5
sipa1l2	2.85433394314846e-05	-0.369564325987597	0.634	0.766	0.556652205592813	2.10144927536232	2.29850746268657	2.06349206349206	2.17424242424242	1.46825396825397	1.48888888888889
abtb2b	2.91198651871225e-05	0.254912048995928	0.315	0.172	0.567895610879264	0.0434782608695652	0.0149253731343284	0.53968253968254	0.659090909090909	0.873015873015873	0.2
epha4b	3.14936283457241e-05	0.387121564173909	0.843	0.697	0.614188739998311	2.30434782608696	4.28358208955224	1.85714285714286	5.37878787878788	2.88888888888889	7.32222222222222
gsk3ba	3.15086294829014e-05	0.29433420922072	0.685	0.56	0.614481292175543	0.623188405797101	1.02985074626866	0.952380952380953	1.12121212121212	1.73809523809524	0.988888888888889
ttyh3a	3.30513828266324e-05	-0.277895939605737	0.454	0.618	0.644568067884985	1.05797101449275	0.940298507462687	1.45238095238095	0.984848484848484	0.793650793650793	0.855555555555556
tle3b	3.39444621283938e-05	0.296004848397574	0.417	0.265	0.661984900427935	0.652173913043478	0.477611940298508	0.46031746031746	0.31060606060606	0.920634920634921	0.722222222222222
ppap2d	3.45255708509137e-05	-0.290218760998641	0.088	0.214	0.673317682734518	0.27536231884058	0.940298507462687	0.293650793650794	0.204545454545455	0.0793650793650794	0.166666666666667
pde3b	3.8017735684766e-05	0.258216838823475	0.338	0.2	0.741421881324307	0.231884057971015	0.238805970149254	0.277777777777778	0.257575757575758	0.5	0.588888888888889
tns1b	4.0384233852188e-05	-0.276628683750912	0.176	0.323	0.78757332858537	0.768115942028985	0.761194029850747	0.436507936507936	0.325757575757576	0.26984126984127	0.266666666666667
kpnb3	4.03994619039009e-05	0.273435608985654	0.681	0.533	0.787870306049875	0.898550724637681	0.746268656716418	1.14285714285714	1.12878787878788	1.73809523809524	1.25555555555556
si:dkey-157g16.6	4.26729884491983e-05	0.311551921869909	0.593	0.451	0.832208620736265	0.608695652173913	0.791044776119403	0.801587301587302	0.689393939393939	0.928571428571429	1.46666666666667
schip1	4.5121364918497e-05	0.289138954302636	0.514	0.368	0.879956858640528	0.318840579710145	0.686567164179105	0.738095238095238	0.424242424242424	1.07936507936508	0.577777777777778
ext1a	5.12168466416492e-05	-0.377155559704877	0.5	0.634	0.998830943205443	1.11594202898551	1.1044776119403	1.11904761904762	1.72727272727273	0.80952380952381	1.03333333333333
greb1l	5.21539274302935e-05	-0.281883284914123	0.759	0.857	1	3.56521739130435	2.80597014925373	3.34126984126984	5.84848484848485	2.98412698412698	3.57777777777778
tead1b	5.50064629182809e-05	-0.485841876175454	0.551	0.644	1	1.69565217391304	2.1044776119403	1.96031746031746	2.47727272727273	1.08730158730159	1.26666666666667
rfx4	5.93783900648661e-05	0.251004221917098	0.935	0.867	1	2.11594202898551	3.44776119402985	3.98412698412698	4.23484848484849	4.05555555555555	5.11111111111111
pde4a	6.25992296489821e-05	0.272713429181958	0.241	0.123	1	0.0579710144927536	0.164179104477612	0.412698412698413	0.0681818181818182	0.603174603174603	0.188888888888889
maml3	7.79766597254521e-05	-0.303347982626355	0.583	0.667	1	1.31884057971014	1.44776119402985	1.34126984126984	1.74242424242424	1.00793650793651	1.02222222222222
plekhg4	7.9813698876552e-05	-0.288275287202519	0.208	0.35	1	0.695652173913043	0.507462686567164	0.436507936507936	0.46969696969697	0.325396825396825	0.211111111111111
pleca	9.13847404090776e-05	0.313672436533453	0.546	0.408	1	0.855072463768116	0.850746268656717	0.706349206349206	0.666666666666666	1.23015873015873	1.11111111111111
ncalda	9.25178854787007e-05	0.333108065236356	0.755	0.691	1	1.05797101449275	1.73134328358209	1.84126984126984	1.77272727272727	2.47619047619047	2
enah	9.56905027447157e-05	0.303254587476962	0.699	0.578	1	0.768115942028985	1.50746268656716	1.03174603174603	1.23484848484848	1.57142857142857	1.94444444444444
fgfr1b	9.85875719790226e-05	0.277403357526795	0.875	0.812	1	2.11594202898551	2.37313432835821	1.94444444444444	2.41666666666667	2.23809523809524	3.85555555555555
tlcd3a	0.000108861112317916	0.313629959142082	0.356	0.232	1	0.304347826086957	0.26865671641791	0.26984126984127	0.295454545454545	0.373015873015873	0.911111111111111
sox6	0.00010960574713326	-0.309476122725331	0.153	0.283	1	0.202898550724638	0.805970149253731	0.404761904761905	0.56060606060606	0.150793650793651	0.311111111111111
enc1	0.000112647756589289	0.291281945810886	0.426	0.303	1	0.260869565217391	0.462686567164179	0.714285714285714	0.318181818181818	0.761904761904762	0.755555555555556
tiam2a	0.000118066571829772	-0.330404674576023	0.556	0.669	1	1.33333333333333	1.86567164179105	1.23015873015873	1.82575757575757	0.849206349206349	1.2
mindy3	0.000131903436980376	0.265894059973034	0.542	0.388	1	0.608695652173913	0.925373134328358	0.650793650793651	0.681818181818182	0.968253968253968	1.04444444444444
zgc:110158	0.000138739544530347	-0.353284156086035	0.56	0.651	1	2.11594202898551	1.88059701492537	0.968253968253968	1.78030303030303	0.865079365079365	1.38888888888889
lrch4	0.000141252859249728	0.26224628295789	0.69	0.572	1	0.942028985507246	0.985074626865672	1.23809523809524	1.31060606060606	1.56349206349206	1.55555555555555
lef1	0.000146768259127901	0.335503763397533	0.241	0.131	1	0.0144927536231884	0.223880597014925	0.222222222222222	0.242424242424242	0.698412698412698	0.322222222222222
nrarpb	0.000163178397642703	-0.268422673392603	0.282	0.418	1	0.63768115942029	1.19402985074627	0.523809523809524	0.719696969696969	0.325396825396825	0.466666666666667
ssbp4	0.000164480093383456	-0.274971753622634	0.616	0.737	1	1.76811594202899	1.65671641791045	1.44444444444444	1.87878787878788	1.23015873015873	1.26666666666667
marcksl1a	0.000168166336898979	-0.304215312653764	0.417	0.566	1	0.869565217391304	1.91044776119403	0.952380952380952	0.924242424242424	0.753968253968254	0.666666666666667
plekhg7	0.000169033102894621	0.258520921882983	0.31	0.19	1	0.550724637681159	0.388059701492537	0.119047619047619	0.174242424242424	0.388888888888889	0.711111111111111
cyth1a.1	0.000169159849912164	0.266263792174158	0.56	0.436	1	0.623188405797101	0.82089552238806	0.777777777777778	0.659090909090909	1.12698412698413	0.977777777777778
kirrel3l	0.000169873931534627	0.343793353984861	0.722	0.624	1	1.71014492753623	4.01492537313433	4.82539682539682	2.79545454545455	4	5.31111111111111
boc	0.000184610749263434	-0.356923953996062	0.792	0.816	1	1.95652173913043	3.76119402985075	2.9047619047619	2.86363636363637	2.21428571428571	2.17777777777778
mbnl2	0.000191909110240812	0.329421249458428	0.25	0.143	1	0.173913043478261	0.17910447761194	0.293650793650794	0.143939393939394	0.761904761904762	0.122222222222222
her15.1	0.000194730302009183	0.309842247511721	0.458	0.335	1	0.507246376811594	0.656716417910448	0.841269841269841	0.689393939393939	1	1.07777777777778
actn4	0.00019899223091689	0.270497091373635	0.694	0.606	1	1.40579710144928	1.13432835820896	1.1984126984127	1.07575757575758	1.8015873015873	1.55555555555556
hspg2	0.000201966139993264	0.464543021385505	0.389	0.267	1	0.739130434782609	0.253731343283582	0.388888888888889	0.628787878787879	0.30952380952381	2.25555555555555
cdon	0.000206519212599877	-0.722040874193467	0.319	0.455	1	0.289855072463768	0.611940298507463	2.22222222222222	2.59090909090909	1.16666666666667	0.922222222222222
ncor2	0.000235456869875383	0.352279788101106	0.801	0.707	1	1.30434782608696	1.67164179104478	2.23015873015873	2.21212121212121	2.91269841269841	2.28888888888889
angptl4	0.000239180970000419	-0.291806360743664	0.139	0.257	1	0.565217391304348	0.582089552238806	0.555555555555555	0.310606060606061	0.19047619047619	0.233333333333333
etv4	0.000256110017266263	-0.349485754235005	0.079	0.18	1	1.10144927536232	0.238805970149254	0.277777777777778	0.340909090909091	0.126984126984127	0.0444444444444445
amot	0.00026279557663372	0.355732173531281	0.556	0.457	1	1.31884057971015	1.17910447761194	1.38095238095238	1	1.73809523809524	1.65555555555556
sox13	0.000265412638056591	-0.293895369538554	0.62	0.749	1	4.17391304347826	2.92537313432836	2.28571428571428	2.78030303030303	2.2063492063492	2.73333333333333
zeb1b	0.00028068098535317	-0.380975438545164	0.718	0.786	1	3.71014492753623	2.97014925373134	2.42857142857143	3.02272727272728	2.06349206349206	1.94444444444444
hephl1a	0.000298004434469176	-0.251907135710953	0.134	0.25	1	0.608695652173913	0.507462686567164	0.222222222222222	0.227272727272727	0.0952380952380952	0.244444444444444
add3a	0.000307161390674042	0.254398421135205	0.639	0.501	1	0.681159420289855	1.1044776119403	1.05555555555556	0.962121212121212	1.5	1.05555555555556
tcf12	0.000321392828476738	0.252697957877358	0.454	0.319	1	0.231884057971015	0.358208955223881	0.579365079365079	0.56060606060606	0.952380952380952	0.688888888888889
ephb2b	0.000330308235153487	-0.437712937246741	0.389	0.495	1	1.31884057971014	1.70149253731343	0.817460317460318	1.43181818181818	0.579365079365079	0.722222222222222
cep131	0.000365783598149775	0.309162543020705	0.444	0.309	1	0.347826086956522	0.462686567164179	0.492063492063492	1.11363636363636	1.0952380952381	1.27777777777778
rasal2	0.00038766434400059	-0.299274571383494	0.875	0.911	1	5.17391304347826	4.19402985074627	2.54761904761904	3.20454545454546	2.78571428571428	3.08888888888889
igf1ra	0.000398850430816304	-0.295450226442084	0.63	0.739	1	1.68115942028986	1.44776119402985	1.84920634920635	1.90151515151515	1.41269841269841	1.23333333333333
bcar1	0.000437055483362792	-0.252568257584149	0.278	0.412	1	1.10144927536232	0.746268656716418	0.603174603174603	0.696969696969697	0.396825396825397	0.666666666666667
nlgn3a	0.00046668571675453	0.35413656399259	0.403	0.285	1	0.318840579710145	0.701492537313433	0.976190476190476	1.53787878787879	1.84920634920635	0.666666666666667
notch1b	0.000468603499215583	0.25509868300679	0.801	0.713	1	1.7536231884058	2.01492537313433	2.25396825396825	1.78030303030303	2.76984126984127	2.13333333333333
si:ch211-185a18.2	0.000495107263414629	0.309796476294324	0.662	0.574	1	1.04347826086957	1.3134328358209	1.26984126984127	1.02272727272727	1.6984126984127	1.56666666666667
cdh7a	0.000595934182971732	0.26678892535619	0.44	0.299	1	0.985507246376811	1.25373134328358	0.865079365079365	2.07575757575758	1.92063492063492	1.56666666666667
wnt3	0.000603873076377365	-0.40535309080118	0.171	0.281	1	0.0579710144927536	0.432835820895522	0.817460317460318	0.606060606060606	0.380952380952381	0.177777777777778
xylt1	0.000626067758136193	-0.26901211495373	0.44	0.57	1	0.927536231884058	1.38805970149254	1.02380952380952	1.11363636363636	0.76984126984127	0.655555555555556
fndc3ba	0.000626378531866842	-0.282912356945081	0.704	0.794	1	1.44927536231884	2.91044776119403	2.21428571428571	3.17424242424243	1.84920634920635	2.15555555555556
cdk6	0.000629793215596117	0.253996375789815	0.75	0.689	1	1.2463768115942	1.47761194029851	1.7063492063492	1.75757575757576	1.97619047619047	2.15555555555555
cntfr	0.000693982082890014	-0.32186950709711	0.963	0.964	1	7.49275362318841	12.5522388059702	11.5793650793651	13.2878787878788	8.96825396825396	6.93333333333333
gadd45gb.1	0.00071526854581799	0.296666408767851	0.153	0.071	1	0.072463768115942	0.0149253731343284	0.293650793650794	0.553030303030303	0.888888888888889	0.266666666666667
plxna2	0.000717273019403709	-0.41449171097785	0.157	0.263	1	0.130434782608696	1.53731343283582	0.285714285714286	0.992424242424242	0.174603174603175	0.322222222222222
ppp2r5eb	0.000757821989966474	0.260667759032867	0.56	0.43	1	0.507246376811594	0.716417910447761	0.563492063492063	0.696969696969697	1.1031746031746	0.866666666666666
col14a1a	0.000798737465276544	-0.428844416933329	0.171	0.285	1	2.85507246376812	0.194029850746269	0.317460317460317	0.818181818181818	0.531746031746032	0.1
pbx3b	0.000801416976952643	-0.321941382369722	0.139	0.244	1	0.36231884057971	0.567164179104478	0.261904761904762	0.954545454545454	0.19047619047619	0.2
sfrp5	0.00085692079646699	-0.390859123816132	0.241	0.362	1	1.78260869565217	0.582089552238806	1.5	0.704545454545454	0.714285714285714	0.333333333333333
cadm4	0.000886832446153671	-0.333042474783388	0.13	0.236	1	0.144927536231884	0.343283582089552	0.658730158730159	1.14393939393939	0.166666666666667	0.4
rnf220a	0.00111769347168818	0.594062971559983	0.606	0.535	1	2.39130434782609	2.41791044776119	2.3968253968254	3.84090909090909	4.76190476190476	4.35555555555556
bmpr1ab	0.00118694402477015	-0.295490864594276	0.542	0.646	1	1.30434782608696	1.59701492537313	1.36507936507936	2.51515151515152	1.06349206349206	1.55555555555555
spock1	0.00132152452798805	-0.373059978904487	0.111	0.21	1	0.173913043478261	0.358208955223881	0.238095238095238	1.3030303030303	0.134920634920635	0.2
soga1	0.00145840206398555	-0.25234676156753	0.292	0.412	1	0.985507246376811	0.776119402985075	0.738095238095238	0.742424242424242	0.476190476190476	0.6
unc5b	0.0015969708663119	-0.373975391307105	0.296	0.406	1	0.333333333333333	0.492537313432836	1.30952380952381	1.22727272727273	0.825396825396825	0.544444444444445
asap1a	0.00206382483644953	0.267297972056466	0.574	0.487	1	0.811594202898551	0.82089552238806	0.825396825396825	0.893939393939393	1.06349206349206	1.33333333333333
ptprfb	0.00221273148331373	-0.280059331452567	0.986	0.968	1	5.88405797101449	10.044776119403	6.98412698412697	6.88636363636364	6.13492063492063	5.76666666666666
svild	0.00257660776642429	0.259582068214025	0.458	0.347	1	0.623188405797102	0.656716417910448	0.563492063492063	0.477272727272727	1.07142857142857	0.588888888888889
meis1b	0.00264578170439959	-0.362098005502257	0.782	0.812	1	1.49275362318841	4.74626865671642	4.5	4.04545454545455	2.62698412698412	2.86666666666667
hs6st1b	0.00272631571665577	-0.2544582705516	0.236	0.339	1	0.652173913043478	0.835820895522388	0.404761904761904	0.522727272727272	0.301587301587302	0.388888888888889
kdm7ab	0.00290305199611666	0.286064317297243	0.662	0.57	1	0.695652173913044	1.26865671641791	1.01587301587302	1.09090909090909	1.53174603174603	1.37777777777778
btg1	0.00304242362244034	0.257077521331086	0.639	0.547	1	1.2463768115942	1.23880597014925	1.45238095238095	0.886363636363636	1.87301587301587	1.08888888888889
gdf11	0.00350696042218759	-0.29640784333695	0.148	0.244	1	0.260869565217391	0.641791044776119	0.325396825396825	0.583333333333333	0.142857142857143	0.333333333333333
auts2b	0.00366077205827509	-0.393249535825178	0.477	0.537	1	0.811594202898551	2.77611940298508	1.84126984126984	1.08333333333333	0.849206349206349	0.977777777777778
metrn	0.00411136511778592	0.251510141810378	0.611	0.525	1	0.869565217391304	1.05970149253731	0.912698412698413	0.734848484848485	1.28571428571429	1.34444444444444
tnc	0.00439195800557529	0.281520295122434	0.319	0.23	1	0.202898550724638	0.791044776119403	0.650793650793651	0.166666666666667	0.746031746031746	0.622222222222222
fbrsl1	0.00502888622205187	-0.337015877974672	0.264	0.352	1	0.579710144927536	0.776119402985075	0.531746031746032	1.21969696969697	0.333333333333333	0.455555555555556
pax7a	0.00509756039502952	-0.695735421069443	0.093	0.166	1	1.52173913043478	2.13432835820895	1.02380952380952	0.121212121212121	0.23015873015873	0.144444444444444
ptch1	0.00533746766470162	-0.293686289915472	0.546	0.624	1	1.56521739130435	1.40298507462687	1.8968253968254	1.57575757575757	1.16666666666667	1.1
sptbn1	0.00677944732574667	0.252291328228041	0.44	0.358	1	0.391304347826087	0.477611940298507	0.547619047619047	0.492424242424242	0.825396825396825	0.633333333333333
si:ch211-286o17.1	0.00709334033058692	-0.320041809754497	0.375	0.457	1	2.21739130434783	1.70149253731343	0.563492063492063	0.719696969696969	0.571428571428571	1.03333333333333
slc44a5b	0.00754861639632427	0.278615301074414	0.324	0.244	1	0.565217391304348	0.298507462686567	0.388888888888889	0.295454545454545	0.857142857142857	0.377777777777778
notch1a	0.00770203605980248	0.254836742538634	0.75	0.665	1	0.913043478260869	1.76119402985075	1.8968253968254	2.29545454545455	2.5079365079365	2.3
yap1	0.00812201373747827	0.26860844467007	0.657	0.584	1	1.21739130434783	1.46268656716418	1.03174603174603	1.56818181818182	1.72222222222222	1.94444444444444
pknox2	0.00888724871124989	-0.279983232774734	0.269	0.354	1	0.72463768115942	0.955223880597015	0.555555555555555	0.5	0.531746031746032	0.3
fstl1b	0.0108316726293999	-0.253884952509168	0.63	0.669	1	1.23188405797101	2.88059701492537	1.30952380952381	1.64393939393939	1.27777777777778	1.46666666666667
bcar3	0.0110384642548893	-0.256560208077418	0.264	0.349	1	0.478260869565217	1.05970149253731	0.436507936507936	1.15909090909091	0.412698412698413	0.511111111111111
lmx1bb	0.0158564067579506	-0.513983692315345	0.111	0.176	1	0.144927536231884	0.149253731343284	0.53968253968254	0.310606060606061	0.246031746031746	0.0777777777777778
ptprnb	0.0169325188360871	-0.27189254645405	0.528	0.586	1	2.91304347826087	1.94029850746269	1.04761904761905	1.75	1.00793650793651	1.83333333333333
arvcfb	0.0183208893950875	-0.290231985550733	0.565	0.608	1	2.05797101449275	1.37313432835821	1.13492063492063	2.5	0.801587301587301	1.75555555555555
pax7b	0.0248072268200311	-0.407376858875782	0.25	0.327	1	0.811594202898551	2.62686567164179	2.12698412698413	0.818181818181818	0.944444444444445	0.577777777777778
nfasca	0.0273773784090497	-0.283607446159676	0.106	0.166	1	0.101449275362319	0.134328358208955	0.341269841269841	0.909090909090909	0.158730158730159	0.188888888888889
id1	0.0339252772812153	-0.313081044997204	0.597	0.62	1	1.59420289855073	1.94029850746269	2.05555555555555	2.24242424242424	1.66666666666667	1.32222222222222
lmx1ba	0.047837753308427	-0.293712866471227	0.074	0.125	1	0.0579710144927536	0.0298507462686567	0.150793650793651	0.242424242424242	0.166666666666667	0.1
TENM2	0.0537241001744714	-0.541338687799796	0.088	0.135	1	0.434782608695652	0.0447761194029851	0.30952380952381	1.77272727272727	0.119047619047619	0.111111111111111
pax3a	0.0689513160455973	-0.306858542979733	0.505	0.554	1	1.52173913043478	3.97014925373134	3.31746031746032	2.65151515151515	2.14285714285714	2.32222222222222
ebf2	0.0830211882060245	0.289296129887042	0.269	0.218	1	0.159420289855072	0.119402985074627	0.53968253968254	0.598484848484848	1.03174603174603	0.377777777777778
fgfr3	0.0967136674021684	-0.398372045614573	0.569	0.588	1	2.39130434782609	2.08955223880597	1.76190476190476	1.66666666666667	1.84920634920635	1.01111111111111
ntn1b	0.102625810683187	-0.281100590549101	0.116	0.16	1	0.202898550724638	0.149253731343284	0.523809523809524	1.07575757575758	0.222222222222222	0.222222222222222
sulf2b	0.314810618294709	-0.327931716572807	0.185	0.208	1	0.797101449275362	0.402985074626866	0.69047619047619	1.34090909090909	0.452380952380952	0.366666666666667
cdh6	0.703279533207364	-0.260174751694553	0.157	0.141	1	0.072463768115942	0.0298507462686567	0.587301587301587	0.416666666666667	0.523809523809524	0.366666666666667
